19297,96591,107320
12708,63611,70679
7927,39679,44088
14908,74621,82913
20675,103490,114990
17428,87229,96922
8717,43635,48484
14620,73176,81307
8257,41336,45929
5378,26915,29906
11812,59136,65707
1850,9258,10286
11405,57093,63437
5502,27537,30597
871,4359,4843
17168,85933,95482
13005,65098,72332
3234,16187,17986
12156,60853,67615
15236,76259,84733
18510,92646,102940
1535,7679,8533
17261,86394,95994
21999,110120,122360
15980,79987,88875
17370,86941,96602
13011,65127,72364
2729,13659,15177
20415,102180,113530
8720,43649,48499
21783,109030,121150
11934,59746,66385
20207,101150,112390
8353,41815,46462
18114,90660,100730
895,4478,4976
17646,88321,98135
12154,60846,67607
20774,103980,115530
1917,9590,10656
20468,102450,113830
14575,72953,81059
15954,79854,88727
4800,24028,26698
451,2257,2508
8054,40318,44798
9548,47794,53105
16645,83316,92574
19033,95268,105850
17953,89856,99840
10167,50897,56553
19417,97189,107990
9230,46207,51343
19808,99147,110160
15709,78628,87365
5655,28306,31452
19028,95239,105820
5020,25126,27918
10221,51164,56849
14506,72609,80677
17788,89033,98926
4541,22729,25255
5473,27392,30436
7679,38440,42712
6014,30101,33446
11395,57047,63386
5059,25323,28137
8038,40235,44706
5041,25231,28035
20018,100200,111330
19307,96640,107380
21954,109890,122100
4151,20775,23084
18701,93602,104000
8698,43543,48382
14388,72017,80019
6163,30846,34274
20627,103240,114710
5556,27808,30898
19756,98889,109880
9062,45367,50408
15462,77391,85990
19489,97549,108390
21174,105980,117760
3944,19743,21937
4943,24743,27493
16769,83935,93262
7358,36831,40924
15570,77934,86594
20121,100720,111910
3507,17551,19502
18670,93446,103830
14491,72531,80590
9897,49543,55048
15514,77654,86283
4713,23591,26213
20299,101600,112890
3900,19519,21688
8747,43786,48652
984,4923,5470
12880,64474,71638
18398,92081,102310
7960,39846,44274
14784,74000,82223
18761,93904,104340
3305,16544,18383
20441,102320,113690
1268,6341,7046
17075,85463,94959
1565,7831,8701
11098,55560,61734
8844,44272,49192
9154,45827,50919
20186,101040,112270
5122,25633,28482
4481,22431,24924
11323,56682,62980
10045,50287,55875
896,4483,4981
8361,41855,46506
4318,21613,24015
9886,49490,54990
2621,13115,14573
10756,53846,59829
6856,34316,38129
4365,21847,24275
3297,16500,18334
14160,70876,78752
3599,18016,20018
5185,25950,28834
18329,91739,101930
5812,29087,32319
7859,39341,43713
1326,6634,7371
18332,91755,101950
6532,32695,36328
2157,10793,11993
16480,82489,91655
21027,105250,116950
8758,43840,48712
16528,82728,91920
8312,41608,46232
20203,101130,112370
14393,72042,80047
6757,33822,37580
5602,28042,31158
20157,100890,112100
20197,101090,112320
10302,51573,57304
19772,98972,109970
18513,92660,102960
9740,48755,54173
785,3929,4365
7151,35793,39770
15473,77448,86054
5480,27428,30476
2922,14621,16246
19034,95272,105860
663,3313,3681
759,3800,4222
19515,97682,108540
5961,29833,33148
21045,105340,117050
13551,67831,75368
673,3368,3742
4592,22983,25537
8082,40456,44952
2924,14634,16260
19279,96497,107220
10862,54373,60415
10218,51149,56833
7094,35506,39452
9143,45769,50855
17336,86772,96414
20590,103060,114510
8123,40665,45184
12273,61437,68264
4218,21111,23458
17578,87981,97757
7077,35421,39357
3125,15638,17376
4789,23972,26636
20331,101770,113080
16233,81251,90279
8696,43531,48368
5877,29413,32682
8998,45043,50048
8684,43471,48302
7582,37951,42168
12679,63468,70520
12450,62325,69250
11953,59844,66494
1169,5845,6495
16592,83049,92277
19242,96316,107020
996,4979,5532
2654,13282,14758
11752,58835,65373
8348,41788,46432
8678,43441,48268
16140,80788,89765
19285,96527,107250
11866,59405,66006
10285,51484,57205
14368,71917,79908
9007,45087,50097
5996,30012,33347
542,2711,3012
8958,44841,49824
10875,54440,60489
12653,63337,70375
3901,19528,21698
11681,58479,64977
17388,87030,96700
11997,60063,66737
10527,52699,58555
8436,42229,46922
13346,66807,74230
11358,56860,63178
597,2988,3320
10629,53209,59122
2977,14899,16555
13008,65114,72349
1419,7100,7889
6940,34738,38598
10510,52612,58458
7030,35187,39097
17596,88072,97858
18744,93820,104250
21620,108220,120250
8117,40634,45149
294,1470,1633
11492,57532,63925
16810,84141,93490
20133,100780,111980
4370,21872,24303
19228,96245,106940
11341,56776,63085
20117,100700,111890
16864,84407,93786
1520,7606,8451
11227,56202,62447
14666,73410,81567
1104,5521,6134
12726,63702,70780
12808,64112,71236
4441,22229,24699
8188,40991,45546
19713,98672,109640
7248,36279,40310
7907,39579,43977
15904,79606,88452
9982,49967,55519
9062,45362,50403
12255,61348,68165
13554,67845,75384
13638,68267,75853
1444,7223,8026
17300,86590,96212
16423,82205,91339
20604,103130,114590
1669,8350,9278
14625,73200,81334
6508,32575,36195
18603,93112,103460
10257,51344,57049
9297,46541,51713
11003,55083,61204
8467,42386,47096
2715,13590,15100
3283,16430,18256
12987,65010,72234
19638,98297,109220
16664,83410,92678
21976,110000,122220
790,3953,4392
355,1774,1971
10938,54754,60838
12147,60812,67569
7916,39627,44030
14401,72081,80090
12757,63859,70955
19568,97947,108830
14959,74876,83196
6772,33894,37660
7261,36344,40383
11286,56500,62778
9258,46343,51493
7897,39530,43923
5432,27187,30208
7831,39201,43557
20234,101280,112530
3568,17856,19840
6711,33590,37323
12484,62492,69436
2810,14061,15624
2287,11441,12713
4103,20538,22820
13871,69432,77147
803,4020,4466
10719,53660,59623
17509,87637,97375
13530,67725,75250
780,3904,4337
14500,72574,80638
6161,30837,34264
13397,67058,74509
807,4037,4486
6470,32383,35982
14480,72476,80529
12580,62973,69970
10709,53611,59568
3790,18970,21078
17422,87203,96893
5709,28575,31750
6760,33836,37596
15824,79208,88009
13791,69031,76702
15334,76752,85280
20619,103200,114670
14488,72517,80575
11148,55809,62010
11135,55743,61937
5289,26469,29410
18573,92960,103290
7729,38689,42988
12514,62645,69606
19035,95278,105870
17944,89811,99790
17021,85193,94659
6396,32017,35575
10776,53945,59939
5760,28830,32034
8341,41753,46393
17480,87490,97212
21911,109680,121870
7098,35526,39474
7474,37412,41569
10657,53351,59279
6855,34313,38126
13002,65085,72317
9468,47395,52662
13024,65193,72437
13417,67158,74620
15475,77458,86065
12349,61820,68689
19640,98306,109230
19332,96763,107520
759,3799,4221
13106,65601,72890
21529,107760,119730
8,39,43
16193,81052,90058
675,3376,3751
20171,100960,112180
7069,35381,39313
7836,39223,43582
17287,86524,96138
17544,87812,97569
18786,94032,104480
17902,89601,99557
3484,17437,19375
6491,32491,36102
16792,84047,93386
15963,79900,88778
19582,98016,108910
17724,88711,98568
674,3369,3743
17838,89281,99202
1095,5475,6084
332,1660,1845
10883,54479,60533
9272,46416,51574
6106,30563,33959
21501,107620,119580
7931,39703,44115
11526,57701,64113
6891,34493,38326
16712,83651,92946
10275,51436,57152
12098,60565,67295
1526,7633,8481
21715,108690,120770
16982,84999,94444
18232,91252,101390
11142,55779,61977
1180,5904,6561
12341,61777,68642
21332,106780,118650
5808,29069,32299
4975,24900,27667
15406,77114,85683
10908,54605,60673
19067,95434,106040
11220,56170,62412
10864,54383,60426
15407,77117,85686
12274,61443,68270
11383,56983,63315
2021,10114,11238
464,2319,2576
5470,27379,30422
2617,13098,14554
10212,51122,56803
14721,73684,81872
890,4451,4946
14932,74741,83046
14644,73298,81443
12704,63592,70658
7101,35540,39489
14408,72117,80130
4282,21434,23816
7886,39473,43859
21745,108840,120950
3803,19033,21148
21816,109200,121330
721,3608,4009
2810,14063,15626
20471,102470,113860
2932,14676,16307
11556,57853,64282
8264,41366,45963
4554,22793,25326
7002,35047,38942
18488,92535,102820
7956,39825,44250
19618,98200,109110
10641,53272,59192
15929,79731,88590
13207,66110,73456
6051,30289,33655
6868,34378,38198
17632,88250,98056
16059,80381,89313
2450,12259,13622
16390,82039,91155
18166,90919,101020
2707,13547,15053
18671,93453,103840
21736,108800,120890
4311,21577,23975
8228,41189,45766
7083,35452,39392
12250,61325,68139
12395,62050,68945
20002,100120,111250
7140,35734,39705
12739,63769,70855
6105,30556,33952
16719,83687,92986
17750,88841,98713
19532,97769,108630
2766,13843,15382
17391,87045,96717
9502,47568,52854
18024,90211,100240
5453,27295,30328
8219,41146,45718
12887,64509,71677
15686,78513,87237
5400,27026,30029
5854,29299,32555
4351,21780,24200
15685,78511,87235
12071,60433,67148
2458,12299,13666
21859,109420,121580
16017,80169,89077
11456,57348,63720
19879,99503,110560
7343,36755,40839
313,1565,1739
1005,5029,5588
21325,106740,118600
2762,13824,15360
3829,19167,21297
988,4943,5492
6548,32774,36416
10546,52792,58658
14269,71425,79362
13549,67820,75356
9792,49016,54463
10296,51542,57269
20952,104870,116520
9500,47555,52839
19851,99363,110410
11244,56290,62545
12246,61307,68119
1445,7228,8031
5095,25503,28337
8332,41712,46347
2803,14028,15587
20771,103960,115510
14895,74558,82843
5736,28711,31902
8158,40841,45379
15972,79947,88830
16586,83019,92244
11081,55472,61636
21976,110000,122220
14021,70182,77980
14854,74351,82613
10963,54879,60977
17528,87734,97483
18350,91844,102050
12353,61842,68714
8242,41259,45844
6211,31086,34540
21585,108040,120050
3342,16726,18585
9152,45817,50908
13029,65220,72467
18789,94044,104490
21562,107930,119920
207,1032,1147
2862,14324,15916
6104,30552,33947
21741,108820,120910
9376,46932,52147
10600,53066,58963
17568,87933,97704
8355,41823,46470
10053,50327,55919
17441,87299,96999
1146,5734,6371
10121,50668,56298
21134,105780,117530
15040,75282,83647
8921,44655,49617
10497,52550,58389
7687,38478,42754
2755,13785,15317
18665,93424,103810
17132,85749,95277
15615,78157,86842
13062,65382,72647
11285,56491,62768
20416,102190,113550
21224,106230,118030
12066,60407,67119
13373,66941,74379
9303,46569,51744
9861,49365,54850
21408,107150,119060
14968,74920,83245
17025,85216,94685
9194,46023,51137
4049,20267,22519
18170,90941,101050
1661,8311,9235
14701,73582,81758
18353,91859,102070
20695,103580,115090
8614,43123,47915
19794,99080,110090
3471,17375,19306
2218,11099,12333
16094,80558,89509
5069,25372,28192
9497,47543,52826
5185,25949,28833
13088,65512,72792
18836,94281,104760
9758,48848,54276
7325,36666,40740
8693,43519,48355
21781,109020,121130
900,4502,5002
21050,105360,117070
12696,63554,70616
10698,53555,59506
21391,107070,118970
3989,19968,22187
9644,48276,53640
19596,98087,108990
20484,102530,113920
5307,26561,29513
16957,84872,94303
16521,82696,91885
11765,58901,65446
3580,17919,19910
15027,75214,83572
5105,25550,28389
6863,34349,38166
21393,107080,118980
14599,73075,81195
20653,103370,114860
11936,59759,66399
3789,18968,21076
11415,57145,63495
21733,108780,120870
4602,23032,25592
14580,72977,81086
21806,109150,121280
7432,37201,41335
11780,58975,65528
3964,19843,22048
12112,60636,67374
9577,47939,53266
1353,6769,7521
13633,68241,75824
18922,94707,105230
6591,32992,36658
17688,88531,98368
13204,66092,73436
21348,106860,118730
2334,11678,12976
17525,87717,97464
15852,79348,88165
18164,90910,101010
8066,40376,44863
13822,69187,76875
795,3976,4418
11568,57911,64346
13014,65144,72383
1549,7751,8612
16501,82596,91774
1431,7158,7954
18565,92920,103250
7913,39613,44015
7955,39819,44244
7825,39171,43524
20145,100840,112050
11381,56976,63307
310,1551,1723
6330,31684,35205
12588,63015,70017
13449,67320,74800
13646,68305,75895
12187,61007,67786
14445,72300,80334
9542,47768,53076
6492,32493,36104
8345,41776,46418
3822,19132,21258
6450,32282,35869
18759,93893,104330
15939,79778,88643
3613,18085,20095
14413,72141,80157
16403,82105,91228
472,2361,2624
4839,24223,26915
8672,43411,48235
21607,108150,120170
15343,76799,85333
11318,56661,62957
18206,91121,101250
9965,49885,55428
20856,104390,115990
19288,96544,107270
8826,44184,49094
16461,82395,91550
18602,93107,103450
13273,66441,73824
17498,87580,97312
19968,99949,111060
4039,20217,22464
12500,62575,69528
7075,35409,39344
10293,51527,57253
16494,82560,91734
4112,20583,22870
6490,32487,36097
15768,78926,87696
12417,62160,69067
13379,66970,74412
7853,39310,43678
11899,59572,66192
20129,100750,111950
709,3547,3941
3704,18541,20602
7685,38466,42740
16687,83523,92804
15885,79512,88347
19402,97113,107900
12947,64806,72007
8032,40207,44675
11948,59818,66465
5221,26128,29032
15029,75225,83584
9241,46262,51403
2820,14111,15679
17861,89397,99330
12196,61054,67838
19504,97625,108470
9237,46239,51377
19154,95874,106530
13791,69030,76700
10592,53027,58919
15244,76303,84782
12098,60566,67296
13388,67017,74464
3823,19135,21262
6445,32262,35847
9276,46437,51597
668,3339,3710
18974,94969,105520
17910,89640,99600
2621,13117,14575
1620,8102,9002
10073,50427,56030
6935,34712,38569
477,2383,2647
19323,96717,107460
5234,26197,29108
19603,98121,109020
20640,103310,114790
21282,106520,118360
627,3138,3487
10924,54685,60762
16573,82953,92170
10366,51894,57660
20770,103960,115510
10984,54989,61099
10868,54406,60452
9749,48800,54223
21909,109670,121860
12165,60898,67665
2029,10152,11280
12355,61849,68722
9173,45918,51020
12071,60433,67148
1292,6462,7180
13950,69824,77583
10433,52225,58028
9283,46470,51634
11866,59404,66005
19456,97383,108200
15723,78697,87442
5806,29057,32286
5783,28946,32163
5111,25582,28425
790,3950,4389
914,4572,5080
4193,20985,23317
16770,83940,93267
6929,34682,38536
18286,91523,101690
13425,67201,74668
18271,91446,101610
13541,67779,75310
12636,63253,70282
18885,94528,105030
7007,35072,38969
4636,23202,25780
6154,30804,34227
12442,62285,69206
4559,22821,25357
12812,64133,71259
13411,67129,74588
21530,107770,119750
6864,34358,38176
19670,98456,109400
10175,50937,56597
6953,34801,38668
16565,82914,92127
3283,16434,18260
1945,9734,10815
18112,90652,100730
6242,31241,34713
18178,90979,101090
17287,86524,96138
12222,61185,67984
21022,105220,116910
19157,95886,106540
4429,22168,24632
20726,103740,115270
9581,47963,53293
20085,100540,111710
8676,43433,48259
17724,88709,98566
660,3299,3666
10862,54374,60416
8643,43267,48075
3763,18835,20928
4491,22482,24980
7316,36618,40687
1483,7420,8244
11796,59055,65617
16396,82067,91186
12190,61026,67807
6250,31282,34758
3473,17383,19315
8957,44834,49816
6467,32369,35966
16937,84775,94195
15561,77892,86547
6010,30080,33423
11297,56552,62836
18256,91375,101530
19283,96518,107240
4642,23235,25817
9480,47457,52730
16555,82864,92072
618,3092,3436
12684,63493,70548
13368,66913,74348
8286,41478,46087
12379,61969,68855
7647,38275,42528
15769,78929,87699
16894,84556,93952
18642,93307,103680
4369,21869,24299
17007,85124,94583
19640,98310,109230
9240,46254,51394
14816,74162,82403
4086,20449,22722
5648,28270,31412
13186,66006,73340
6178,30922,34358
8152,40808,45343
20933,104780,116420
5354,26797,29775
14578,72967,81075
12804,64092,71214
4962,24838,27598
15278,76471,84968
18932,94758,105290
6600,33037,36708
14866,74410,82678
18430,92243,102490
8374,41922,46580
7185,35965,39962
5742,28738,31932
581,2904,3227
19723,98722,109690
13545,67802,75336
7794,39014,43349
17970,89941,99935
19359,96899,107670
2851,14267,15853
3612,18081,20090
171,852,946
15966,79916,88796
19908,99649,110720
11879,59472,66080
103,513,569
7172,35899,39888
9481,47460,52734
11126,55697,61886
13778,68964,76627
5474,27399,30444
10141,50765,56406
9418,47144,52383
13408,67115,74573
10875,54442,60492
19776,98991,109990
12229,61217,68019
13911,69632,77369
13321,66678,74087
11747,58811,65346
17131,85746,95274
14069,70420,78245
4395,22001,24446
10090,50510,56123
8375,41923,46582
10926,54696,60774
19877,99495,110550
10262,51369,57077
6354,31802,35336
10541,52770,58634
15271,76436,84929
21544,107840,119820
21123,105730,117480
915,4580,5088
8618,43143,47937
17855,89364,99294
11655,58345,64828
6102,30543,33937
3989,19966,22185
14822,74190,82434
14081,70480,78312
792,3962,4402
12427,62207,69119
14274,71447,79386
11814,59143,65715
366,1830,2034
10528,52704,58560
12191,61028,67809
13099,65570,72856
667,3334,3705
16049,80332,89258
9384,46976,52196
3258,16304,18116
6997,35021,38913
13126,65703,73004
7488,37482,41647
11412,57132,63480
1645,8227,9141
15737,78770,87523
3866,19350,21500
20580,103010,114460
16188,81026,90029
9665,48380,53756
78,389,432
17256,86367,95964
19369,96948,107720
5008,25066,27852
2487,12448,13832
16048,80326,89252
9022,45164,50183
17244,86311,95902
3610,18069,20077
2203,11021,12246
20132,100770,111970
291,1453,1614
7811,39101,43446
13486,67506,75007
4618,23115,25684
3365,16842,18714
11982,59987,66653
47,233,259
17088,85531,95035
5609,28074,31194
13398,67063,74515
11361,56872,63192
15576,77962,86625
20937,104800,116450
3932,19680,21867
16388,82029,91144
9699,48553,53948
13841,69282,76980
636,3180,3533
20684,103530,115030
17588,88029,97810
21999,110120,122360
13575,67949,75499
6523,32652,36280
2519,12606,14007
5288,26466,29407
6728,33676,37418
19616,98189,109100
7559,37833,42037
10057,50349,55944
17769,88936,98818
7414,37111,41235
1147,5739,6376
15395,77055,85617
11194,56040,62267
19118,95691,106320
1840,9204,10227
17943,89805,99784
13311,66629,74033
4385,21949,24388
13473,67440,74934
6480,32435,36039
9076,45433,50482
14047,70308,78120
5116,25607,28453
875,4379,4866
8702,43560,48400
12703,63587,70653
13457,67361,74846
12746,63805,70895
16049,80332,89258
11583,57984,64427
4409,22070,24523
21948,109860,122070
11063,55382,61536
10691,53518,59465
19389,97049,107830
21420,107220,119130
18036,90270,100300
7409,37085,41206
13499,67569,75077
7439,37237,41375
12631,63226,70252
19644,98329,109260
1471,7362,8180
8051,40302,44780
21166,105950,117720
5013,25091,27879
14244,71299,79222
7674,38414,42683
12177,60962,67736
16410,82138,91265
17091,85547,95053
9874,49430,54923
17595,88064,97849
19002,95109,105680
21337,106800,118670
10118,50652,56280
19689,98553,109500
8108,40587,45097
16958,84879,94310
19620,98209,109120
6155,30808,34232
17164,85912,95458
4560,22823,25359
17841,89297,99219
14480,72478,80532
15461,77387,85986
9898,49551,55057
1361,6810,7567
21190,106060,117850
15951,79838,88709
2532,12672,14080
21190,106060,117850
7832,39205,43562
5729,28672,31858
1880,9406,10451
19470,97454,108280
16550,82838,92043
6995,35011,38902
12326,61703,68559
14437,72263,80293
15337,76768,85298
2353,11776,13085
15251,76336,84818
18627,93230,103590
20454,102380,113760
9000,45051,50057
10552,52825,58695
3267,16349,18166
1112,5563,6181
8777,43936,48818
21144,105840,117600
18221,91197,101330
5348,26767,29742
3920,19621,21802
1128,5644,6271
8398,42040,46712
15880,79486,88318
9230,46206,51340
7501,37547,41719
1775,8879,9865
3042,15226,16919
20872,104470,116080
15029,75224,83583
3734,18691,20768
14006,70106,77896
8361,41858,46509
715,3578,3975
21368,106960,118850
3116,15597,17330
2722,13621,15135
12957,64856,72063
8607,43088,47876
20005,100130,111260
10454,52333,58148
1846,9235,10261
6992,34995,38884
8393,42014,46683
1842,9216,10240
1831,9159,10176
16450,82341,91490
17353,86856,96507
7636,38220,42467
5310,26576,29529
2922,14623,16248
21902,109630,121810
12408,62113,69015
3549,17764,19738
18667,93431,103810
1272,6364,7071
16843,84306,93674
11323,56686,62985
9258,46343,51493
6118,30622,34025
14474,72449,80499
8147,40786,45318
8339,41744,46383
19524,97729,108590
19365,96931,107700
2258,11299,12555
14515,72652,80725
5384,26947,29942
10856,54344,60383
3990,19972,22192
18896,94579,105090
17607,88125,97917
8194,41019,45577
967,4836,5373
10282,51472,57192
3760,18819,20910
11384,56991,63324
21232,106270,118080
3627,18155,20173
20993,105080,116760
1314,6575,7305
16188,81028,90032
10121,50669,56299
17919,89687,99653
