1132,904,11320,1132
752,270,7519,752
21,94,204,21
957,412,9566,957
255,414,2545,255
1470,188,14696,1470
826,880,8257,826
245,903,2448,245
1657,622,16569,1657
1711,748,17102,1711
584,288,5834,584
971,269,9703,971
936,132,9360,936
1979,78,19787,1979
1052,940,10519,1052
446,756,4458,446
25,117,244,25
540,517,5392,540
1726,282,17255,1726
822,964,8211,822
738,162,7377,738
1444,227,14433,1444
342,107,3412,342
980,832,9800,980
1275,914,12745,1275
1539,526,15387,1539
1645,429,16447,1645
279,291,2790,279
999,423,9985,999
1180,967,11793,1180
1769,215,17684,1769
1981,881,19806,1981
1612,84,16117,1612
782,164,7818,782
1105,959,11050,1105
646,379,6460,646
1571,444,15702,1571
1849,681,18489,1849
78,796,773,78
1182,451,11819,1182
1976,901,19751,1976
1210,855,12097,1210
444,746,4439,444
75,477,741,75
1130,596,11300,1130
1360,784,13597,1360
1559,962,15583,1559
466,393,4653,466
1097,471,10968,1097
168,287,1672,168
947,370,9466,947
310,634,3095,310
1986,922,19859,1986
1990,573,19893,1990
648,327,6473,648
1985,901,19850,1985
1492,333,14918,1492
711,542,7103,711
237,919,2367,237
1986,540,19853,1986
553,783,5524,553
1081,546,10805,1081
1453,387,14523,1453
758,500,7572,758
1499,979,14982,1499
1550,211,15492,1550
1177,329,11761,1177
314,153,3134,314
1716,743,17158,1716
606,771,6053,606
1190,427,11892,1190
454,407,4535,454
577,238,5766,577
405,941,4043,405
1471,757,14705,1471
1273,430,12722,1273
1842,596,18415,1842
226,387,2259,226
842,361,8413,842
1312,69,13119,1312
1711,152,17108,1711
1809,999,18083,1809
1905,512,19046,1905
995,388,9949,995
762,180,7620,762
1049,896,10484,1049
1364,662,13633,1364
9,245,81,9
1188,759,11875,1188
1063,671,10624,1063
1417,181,14167,1417
188,893,1878,188
1030,287,10300,1030
1636,776,16359,1636
852,994,8517,852
1122,884,11218,1122
911,792,9102,911
700,171,6992,700
1447,825,14461,1447
1093,978,10921,1093
1584,199,15835,1584
767,144,7663,767
24,864,237,24
1770,344,17693,1770
1270,996,12694,1270
1840,339,18398,1840
981,88,9801,981
187,629,1862,187
1993,202,19923,1993
1225,444,12244,1225
1234,516,12339,1234
1292,268,12915,1292
81,461,810,81
1372,254,13718,1372
1994,692,19938,1994
1096,59,10959,1096
376,844,3757,376
313,424,3123,313
1170,827,11691,1170
1228,497,12272,1228
1074,302,10735,1074
1692,243,16911,1692
1123,768,11222,1123
240,727,2393,240
1078,876,10774,1078
954,701,9532,954
71,530,704,71
1711,798,17102,1711
1064,845,10638,1064
1106,202,11051,1106
1169,500,11689,1169
1278,356,12778,1278
1744,788,17440,1744
1103,675,11023,1103
1188,810,11875,1188
1935,577,19346,1935
956,72,9560,956
140,515,1400,140
825,953,8246,825
562,968,5612,562
230,748,2295,230
1983,156,19828,1983
476,690,4760,476
1682,347,16817,1682
19,423,183,19
724,411,7234,724
1137,314,11367,1137
232,31,2311,232
1314,543,13133,1314
1033,857,10329,1033
1555,854,15547,1555
1453,145,14525,1453
379,737,3784,379
582,882,5817,582
481,726,4801,481
329,34,3284,329
1115,899,11145,1115
1097,254,10965,1097
64,932,637,64
1383,755,13822,1383
838,992,8380,838
862,360,8616,862
660,134,6598,660
1778,383,17775,1778
1271,764,12701,1271
1003,576,10029,1003
1535,946,15350,1535
1981,605,19806,1981
447,279,4466,447
860,857,8591,860
18,73,177,18
466,885,4653,466
1729,841,17282,1729
1196,223,11953,1196
1525,430,15249,1525
325,864,3247,325
454,614,4540,455
1295,885,12943,1295
168,124,1671,168
1599,285,15982,1599
951,92,9506,951
1239,449,12383,1239
1742,896,17416,1742
809,743,8088,809
1233,792,12328,1233
1127,584,11263,1127
755,807,7548,755
1057,43,10563,1057
1216,269,12159,1216
1753,153,17529,1753
452,120,4511,452
149,643,1486,149
1964,518,19631,1964
430,176,4296,430
589,119,5882,589
1139,670,11388,1139
121,594,1201,121
1629,916,16281,1629
728,676,7278,728
1185,383,11844,1185
1254,567,12533,1254
1725,831,17249,1725
1954,865,19535,1954
1399,329,13989,1399
875,661,8749,875
686,989,6859,686
1177,871,11769,1177
1988,434,19871,1988
1329,339,13286,1329
654,321,6537,654
1883,240,18821,1883
1673,508,16730,1673
587,39,5870,587
159,837,1586,159
1363,309,13627,1363
1158,646,11575,1158
971,677,9708,971
866,182,8651,866
416,797,4153,416
938,794,9376,938
1531,601,15301,1531
1857,762,18565,1857
1481,986,14808,1481
76,990,752,76
78,453,778,78
1202,931,12020,1202
848,115,8472,848
1701,197,17007,1701
935,150,9344,935
591,303,5909,591
728,785,7272,728
558,865,5577,558
1311,135,13103,1311
950,154,9493,950
749,352,7484,749
1280,991,12796,1280
1193,262,11924,1193
1647,147,16465,1647
370,421,3697,370
1892,811,18917,1892
1631,582,16310,1631
1399,583,13987,1399
1232,593,12311,1232
294,827,2932,294
1429,971,14287,1429
234,434,2337,234
508,810,5072,508
1803,967,18028,1803
50,811,495,50
792,989,7915,792
1322,856,13219,1322
901,816,9002,901
1668,423,16679,1668
582,913,5818,582
975,843,9742,975
276,907,2751,276
1523,153,15229,1523
741,795,7410,741
251,235,2506,251
731,475,7307,731
942,504,9420,942
1251,781,12502,1251
1116,842,11154,1116
278,384,2775,278
996,362,9955,996
36,866,358,36
1022,53,10218,1022
277,785,2768,277
1231,943,12308,1231
257,10,2566,257
1589,86,15890,1589
4,349,35,4
407,81,4069,407
419,906,4190,419
1506,674,15051,1506
1896,937,18958,1896
1360,31,13594,1360
1226,389,12258,1226
1998,612,19977,1998
259,964,2587,259
1833,717,18330,1833
923,923,9228,923
1773,563,17724,1773
174,854,1738,174
1448,268,14475,1448
569,222,5687,569
1312,984,13118,1312
1637,571,16366,1637
1506,167,15054,1506
102,574,1018,102
1590,501,15891,1590
1446,993,14459,1446
1330,815,13295,1330
1743,898,17426,1743
330,857,3297,330
503,710,5022,503
820,211,8191,820
1674,191,16739,1674
42,860,412,42
1577,42,15763,1577
1531,38,15307,1531
1343,960,13427,1343
1596,207,15956,1596
550,961,5493,550
413,803,4123,413
1153,769,11522,1153
990,895,9894,990
448,20,4471,448
484,420,4838,484
1351,323,13506,1351
1819,753,18190,1819
1615,608,16149,1615
806,872,8055,806
1145,706,11443,1145
1510,303,15098,1510
1006,411,10056,1006
421,192,4203,421
1876,208,18755,1876
954,813,9536,954
1476,123,14759,1476
1766,635,17654,1766
1589,871,15881,1589
1499,294,14986,1499
1191,696,11904,1191
259,726,2584,259
1445,802,14450,1445
284,749,2835,284
280,77,2796,280
744,904,7438,744
840,460,8399,840
867,669,8665,867
1446,397,14459,1446
988,907,9871,988
812,560,8117,812
714,788,7134,714
1066,390,10656,1066
609,633,6082,609
1704,956,17033,1704
1738,648,17380,1738
700,787,6993,700
83,144,822,83
319,435,3189,319
916,63,9156,916
351,146,3508,351
1813,292,18124,1813
888,442,8880,888
620,243,6198,620
139,831,1381,139
281,942,2809,281
998,457,9977,998
795,963,7941,795
1717,915,17165,1717
278,905,2778,278
1504,147,15033,1504
1341,620,13408,1341
210,690,2099,210
1130,704,11296,1130
1621,150,16203,1621
1044,457,10438,1044
785,563,7845,785
1907,780,19064,1907
1813,434,18126,1813
637,78,6364,637
807,600,8069,807
1673,106,16721,1673
1641,633,16408,1641
527,831,5263,527
182,375,1812,182
1079,607,10788,1079
1676,301,16759,1676
897,250,8965,897
1339,620,13386,1339
1872,786,18711,1872
192,916,1916,192
701,576,7002,701
528,685,5272,528
1312,631,13112,1312
1677,829,16762,1677
714,41,7132,714
1803,751,18028,1803
827,133,8266,827
1554,58,15538,1554
1389,91,13887,1389
913,817,9122,913
1147,198,11468,1147
1350,323,13499,1350
855,852,8547,855
810,314,8092,810
1743,486,17429,1743
1054,533,10534,1054
1235,774,12345,1235
1563,345,15629,1563
241,322,2403,241
474,77,4740,474
721,325,7207,721
1625,326,16243,1625
292,240,2917,292
1942,912,19415,1942
993,920,9928,993
357,300,3570,357
1200,816,11993,1200
1988,412,19879,1988
67,425,662,67
1607,581,16062,1607
102,418,1011,102
1360,471,13599,1360
1819,122,18181,1819
1536,776,15353,1536
342,823,3415,342
539,395,5386,539
1124,245,11238,1124
579,143,5784,579
114,968,1137,114
564,680,5632,564
1332,690,13315,1332
784,900,7836,784
306,940,3054,306
34,932,332,34
1381,674,13804,1381
745,111,7443,745
334,86,3335,334
541,862,5407,541
449,957,4481,449
939,103,9388,939
918,882,9179,918
309,925,3082,309
1359,104,13588,1359
1488,554,14879,1488
542,662,5416,542
1834,862,18335,1834
991,427,9903,991
1631,909,16301,1631
1225,474,12243,1225
262,235,2618,262
1506,807,15053,1506
1721,788,17201,1721
1918,158,19174,1918
1159,827,11589,1159
939,430,9381,939
123,836,1229,123
245,0,2441,245
566,14,5653,566
1653,832,16530,1653
549,431,5484,549
1235,486,12350,1235
542,799,5420,542
1620,564,16194,1620
996,912,9951,996
1811,960,18110,1811
1843,941,18429,1843
1396,211,13951,1396
599,984,5981,599
710,547,7092,710
360,541,3597,360
1056,531,10551,1056
243,231,2426,243
1306,383,13052,1306
375,958,3749,375
556,468,5551,556
1877,0,18762,1877
966,7,9652,966
1843,86,18421,1843
1726,666,17251,1726
1927,425,19262,1927
806,235,8053,806
802,385,8015,802
712,733,7116,712
455,541,4549,455
1335,180,13343,1335
1102,353,11015,1102
1070,28,10699,1070
1474,814,14736,1474
411,965,4105,411
1529,485,15286,1529
398,77,3975,398
1715,875,17150,1715
127,866,1270,127
954,450,9536,954
673,329,6725,673
1324,955,13232,1324
560,837,5597,560
1653,272,16529,1653
1879,597,18783,1879
684,733,6835,684
1679,742,16784,1679
1894,654,18933,1894
502,678,5013,502
1565,495,15641,1565
682,470,6818,682
591,165,5907,591
820,278,8198,820
26,198,257,26
1693,942,16925,1693
1698,756,16975,1698
102,667,1018,102
1646,34,16457,1646
1002,797,10012,1002
1544,5,15436,1544
483,245,4822,483
428,585,4272,428
1423,105,14226,1423
1188,493,11876,1188
1411,166,14102,1411
498,579,4978,498
1280,656,12799,1280
1308,89,13071,1308
1292,263,12917,1292
1411,678,14110,1411
1943,480,19425,1943
368,44,3675,368
841,897,8402,841
1284,294,12831,1284
1340,906,13393,1340
976,43,9752,976
1140,125,11391,1140
1815,213,18150,1815
1606,256,16056,1606
1719,926,17181,1719
925,210,9245,925
1160,56,11594,1160
1835,198,18345,1835
1360,823,13598,1360
318,959,3176,318
719,109,7189,719
1542,354,15415,1542
456,92,4556,456
868,666,8673,868
145,233,1449,145
642,612,6416,642
1650,112,16497,1650
770,885,7695,770
603,720,6024,603
1213,153,12127,1213
1482,341,14819,1482
164,525,1638,164
1694,730,16932,1694
104,724,1040,104
1850,28,18491,1850
610,385,6099,610
1254,629,12539,1254
602,612,6019,602
30,870,298,30
1702,83,17018,1702
1505,2,15042,1505
1337,622,13366,1337
1409,908,14090,1409
611,530,6107,611
1462,549,14612,1462
1122,168,11217,1122
1301,433,13006,1301
1708,690,17074,1708
675,73,6750,675
581,470,5805,581
127,134,1269,127
813,115,8122,813
39,485,385,39
1996,899,19956,1996
352,351,3513,352
1841,914,18405,1841
1154,986,11534,1154
811,34,8106,811
1475,530,14746,1475
1498,694,14975,1498
1362,237,13613,1362
440,94,4399,440
182,739,1817,182
404,778,4038,404
630,827,6298,630
721,283,7210,721
125,607,1250,125
1636,419,16360,1636
950,695,9500,950
546,402,5456,546
1946,60,19456,1946
326,558,3259,326
211,536,2106,211
1031,240,10301,1031
650,403,6496,650
1548,623,15474,1548
1094,390,10940,1094
41,296,409,41
97,303,969,97
1346,638,13452,1346
40,127,391,40
548,923,5478,548
1168,52,11677,1168
1892,350,18915,1892
304,429,3036,304
230,906,2299,230
1161,194,11607,1161
1206,473,12060,1206
1766,855,17660,1766
1065,2,10646,1065
1819,622,18181,1819
1361,445,13602,1361
1862,362,18614,1862
1030,4,10297,1030
1839,48,18386,1839
46,388,451,46
1055,662,10543,1055
348,791,3480,348
419,550,4183,419
193,278,1927,193
146,893,1453,146
25,654,245,25
1700,325,16992,1700
1866,673,18658,1866
212,25,2115,212
1994,129,19940,1994
1932,39,19314,1932
1503,844,15030,1503
1389,512,13882,1389
1029,870,10282,1029
597,656,5963,597
1765,49,17641,1765
67,220,661,67
1255,155,12545,1255
297,941,2968,297
986,457,9857,986
286,80,2852,286
1924,788,19231,1924
457,282,4568,457
1520,880,15196,1520
389,808,3885,389
1688,906,16877,1688
1308,306,13077,1308
1667,691,16666,1667
1912,123,19112,1912
1284,708,12834,1284
495,231,4947,495
1998,944,19975,1998
1484,86,14839,1484
680,206,6796,680
1522,764,15217,1522
1823,469,18222,1823
1327,111,13270,1327
835,637,8344,835
1745,204,17444,1745
588,147,5872,588
306,767,3059,306
1319,53,13184,1319
1434,872,14340,1434
48,233,477,48
722,78,7218,722
205,103,2044,205
903,990,9022,903
212,430,2119,212
627,313,6264,627
556,795,5553,556
761,22,7610,761
1023,690,10223,1023
1526,718,15257,1526
1915,880,19147,1915
705,900,7047,705
93,968,927,93
785,651,7843,785
1526,151,15254,1526
904,475,9040,904
1016,843,10157,1016
1714,393,17131,1714
1304,604,13035,1304
998,169,9977,998
1234,976,12332,1234
554,526,5534,554
1908,417,19073,1908
113,771,1123,113
1526,172,15259,1526
272,219,2720,272
275,127,2749,275
48,826,477,48
588,997,5874,588
1662,548,16615,1662
1406,295,14051,1406
1753,925,17521,1753
565,503,5645,565
228,72,2275,228
1798,587,17979,1798
2000,977,19999,2000
703,691,7021,703
1393,113,13924,1393
1758,419,17580,1758
1475,226,14747,1475
651,394,6502,651
1058,789,10571,1058
956,617,9552,956
1733,379,17328,1733
1162,437,11611,1162
301,505,3001,301
1520,163,15200,1520
1250,630,12500,1250
495,30,4941,495
27,81,270,27
1337,642,13363,1337
595,483,5942,595
120,896,1200,120
258,864,2572,258
631,551,6301,631
240,876,2392,240
1350,845,13497,1350
1122,119,11211,1122
36,83,351,36
1104,132,11038,1104
594,195,5934,594
992,538,9919,992
1763,46,17623,1763
1968,534,19671,1968
1955,507,19545,1955
1536,373,15352,1536
136,94,1360,136
1633,879,16324,1633
1393,331,13929,1393
1314,227,13140,1314
1346,249,13460,1346
1487,919,14868,1487
266,872,2651,266
1139,530,11384,1139
1262,227,12616,1262
1338,967,13373,1338
351,164,3510,351
1697,582,16970,1697
388,553,3871,388
1500,966,14994,1500
1856,474,18554,1856
530,311,5292,530
1663,974,16624,1663
1297,285,12964,1297
742,31,7417,742
1039,770,10381,1039
1097,685,10966,1097
170,609,1697,170
1752,466,17520,1752
1223,984,12224,1223
182,238,1813,182
1546,343,15453,1546
1707,338,17065,1707
1891,425,18906,1891
1419,975,14185,1419
1543,779,15427,1543
1344,175,13433,1344
1267,942,12669,1267
1514,689,15136,1514
1557,24,15561,1557
988,362,9879,988
1947,813,19470,1947
497,675,4963,497
444,606,4431,444
1258,601,12574,1258
176,640,1759,176
1451,843,14508,1451
1249,507,12487,1249
647,839,6470,647
71,561,704,71
1910,157,19092,1910
765,966,7646,765
1383,934,13827,1383
591,818,5904,591
1300,286,12997,1300
288,379,2873,288
1124,327,11239,1124
449,29,4484,449
351,335,3506,351
166,252,1656,166
1834,158,18340,1834
341,714,3405,341
532,530,5313,532
1647,903,16461,1647
1033,101,10330,1033
1665,189,16641,1665
1424,604,14233,1424
1852,594,18515,1852
1385,756,13843,1385
1595,194,15949,1595
1811,123,18109,1811
1394,545,13938,1394
1346,96,13460,1346
1645,280,16441,1645
192,911,1920,192
1581,814,15801,1581
1987,180,19866,1987
1691,847,16906,1691
275,941,2741,275
761,156,7608,761
900,569,9000,900
1409,377,14084,1409
1775,945,17745,1775
42,924,417,42
1532,837,15318,1532
771,724,7704,771
510,893,5091,510
1338,796,13373,1338
980,230,9791,980
1443,322,14421,1443
1884,28,18839,1884
1835,395,18348,1835
537,188,5362,537
480,642,4793,480
1980,673,19795,1980
376,411,3755,376
1635,435,16346,1635
1294,770,12936,1294
901,460,9002,901
1558,243,15574,1558
336,379,3352,336
1442,472,14413,1442
933,800,9328,933
1737,973,17364,1737
1473,952,14725,1473
1,615,4,1
49,188,484,49
1917,390,19164,1917
1569,5,15685,1569
1733,765,17330,1733
305,352,3050,305
118,585,1177,118
510,161,5094,510
777,255,7762,777
505,646,5049,505
414,698,4133,414
44,380,439,44
1950,205,19499,1950
272,852,2717,272
970,6,9692,970
1459,719,14585,1459
1287,698,12863,1287
182,594,1814,182
1900,319,18991,1900
315,180,3144,315
973,295,9728,973
1754,738,17537,1754
1468,567,14674,1468
1297,54,12969,1297
1464,692,14636,1464
95,812,949,95
602,562,6018,602
637,506,6366,637
1007,34,10061,1007
1250,520,12493,1250
1123,966,11228,1123
1225,264,12241,1225
1478,304,14776,1478
599,661,5988,599
1584,468,15839,1584
1074,584,10739,1074
1985,386,19845,1985
1816,316,18160,1816
1115,92,11144,1115
1577,785,15766,1577
1004,658,10037,1004
656,492,6559,656
1725,861,17243,1725
1016,259,10158,1016
139,942,1381,139
544,82,5433,544
440,798,4397,440
1675,274,16744,1675
828,983,8271,828
1254,821,12537,1254
1343,946,13427,1343
181,242,1809,181
325,293,3242,325
486,792,4859,486
540,307,5397,540
595,392,5949,595
1665,966,16644,1665
70,944,699,70
403,821,4030,403
248,838,2480,248
1660,348,16591,1660
147,107,1461,147
1884,734,18836,1884
304,787,3039,304
1803,340,18024,1803
2000,104,19999,2000
1965,445,19643,1965
203,150,2022,203
1563,93,15626,1563
316,166,3153,316
1574,561,15732,1574
856,55,8557,856
849,644,8484,849
196,466,1958,196
1244,867,12432,1244
379,773,3790,379
226,872,2252,226
119,736,1188,119
624,491,6234,624
1931,824,19309,1931
544,210,5440,544
4,884,35,4
817,35,8162,817
25,855,249,25
1349,342,13483,1349
1582,643,15818,1582
745,956,7447,745
703,520,7023,703
1755,457,17545,1755
242,748,2414,242
1352,248,13519,1352
1414,620,14131,1414
1041,905,10406,1041
1686,226,16853,1686
1988,649,19880,1988
1885,699,18845,1885
628,713,6271,628
1137,692,11366,1137
170,704,1696,170
1353,326,13521,1353
317,694,3169,317
1659,146,16589,1659
822,703,8215,822
1751,38,17504,1751
1984,393,19840,1984
84,682,831,84
1901,108,19003,1901
1652,974,16515,1652
1044,280,10438,1044
1578,934,15773,1578
573,902,5721,573
627,785,6265,627
867,344,8661,867
696,981,6952,696
7,188,67,7
780,65,7798,780
1753,917,17525,1753
1553,836,15522,1553
1448,573,14477,1448
737,878,7369,737
1964,559,19638,1964
587,607,5864,587
419,326,4190,419
669,702,6683,669
1976,394,19757,1976
1428,694,14271,1428
425,427,4249,425
1623,297,16222,1623
1093,241,10927,1093
1205,963,12050,1205
1968,355,19677,1968
410,748,4099,410
1099,415,10984,1099
1457,83,14568,1457
1977,188,19770,1977
1187,113,11866,1187
1807,439,18061,1807
1912,779,19116,1912
330,639,3292,330
196,405,1959,196
1142,862,11420,1142
930,507,9294,930
1084,8,10836,1084
1913,957,19124,1913
686,718,6858,686
1044,303,10436,1044
1970,632,19695,1970
269,238,2686,269
1940,183,19395,1940
318,271,3172,318
974,917,9733,974
1536,362,15355,1536
1838,530,18371,1838
175,221,1743,175
613,592,6126,613
1867,207,18663,1867
66,692,657,66
137,256,1368,137
719,553,7182,719
889,899,8887,889
666,543,6657,666
1969,812,19685,1969
88,233,876,88
399,724,3990,399
1248,843,12474,1248
902,19,9017,902
255,509,2543,255
515,549,5146,515
636,612,6357,636
1572,209,15718,1572
1765,338,17649,1765
1540,647,15394,1540
1590,17,15893,1590
64,351,639,64
943,161,9428,943
1332,707,13311,1332
947,322,9466,947
1632,133,16316,1632
1833,157,18327,1833
534,771,5337,534
1258,926,12572,1258
1603,293,16025,1603
807,59,8069,807
642,178,6417,642
663,833,6624,663
993,180,9929,993
773,930,7722,773
161,521,1606,161
1767,371,17661,1767
595,627,5941,595
886,434,8853,886
1067,125,10669,1067
1078,966,10771,1078
797,974,7970,797
606,273,6055,606
1298,604,12980,1298
558,616,5574,558
281,720,2804,281
205,150,2048,205
678,439,6779,678
169,741,1690,169
918,505,9178,918
504,842,5036,504
1518,864,15171,1518
1387,676,13867,1387
624,312,6238,624
1092,783,10920,1092
273,67,2721,273
1196,614,11951,1196
1682,56,16815,1682
928,87,9273,928
1427,301,14262,1427
711,194,7108,711
733,816,7325,733
182,478,1814,182
1294,171,12936,1294
94,723,936,94
1551,838,15502,1551
1355,251,13542,1355
781,920,7804,781
1847,731,18461,1847
708,328,7080,708
873,64,8722,873
1797,421,17966,1797
1162,801,11619,1162
1428,76,14280,1428
1099,167,10983,1099
1765,47,17643,1765
61,39,610,61
1085,353,10850,1085
838,887,8375,838
1973,226,19724,1973
105,556,1048,105
1678,636,16771,1678
478,273,4775,478
1402,2,14016,1402
546,651,5454,546
1842,930,18416,1842
567,431,5662,567
512,503,5120,512
1200,496,11998,1200
1276,597,12757,1276
858,499,8577,858
1075,262,10742,1075
728,137,7273,728
1186,960,11856,1186
707,937,7065,707
539,428,5385,539
1200,64,12000,1200
292,441,2917,292
556,501,5551,556
548,315,5475,548
479,957,4790,479
1775,427,17750,1775
237,744,2365,237
1898,884,18979,1898
1061,891,10601,1061
1645,379,16441,1645
1889,730,18887,1889
697,298,6964,697
505,161,5041,505
36,935,357,36
542,942,5419,542
1690,44,16897,1690
1228,225,12276,1228
1334,671,13339,1334
1218,798,12176,1218
872,914,8718,872
1478,827,14777,1478
1817,685,18165,1817
1955,118,19545,1955
1388,442,13874,1388
1301,622,13008,1301
573,38,5729,573
1581,444,15801,1581
1321,748,13207,1321
1048,721,10472,1048
706,153,7058,706
538,756,5379,538
1629,215,16290,1629
829,806,8284,829
1365,642,13644,1365
70,193,696,70
186,320,1858,186
14,257,138,14
1133,352,11326,1133
580,567,5792,580
1620,337,16198,1620
1401,558,14003,1401
1876,403,18758,1876
1421,139,14210,1421
61,328,604,61
968,699,9675,968
1413,722,14126,1413
613,729,6123,613
1079,540,10782,1079
68,613,675,68
873,533,8726,873
1166,978,11659,1166
1298,310,12977,1298
572,520,5716,572
386,4,3851,386
1262,150,12613,1262
1786,214,17860,1786
1016,352,10159,1016
1069,483,10688,1069
171,541,1703,171
687,859,6861,687
1959,425,19588,1959
1811,556,18106,1811
920,765,9193,920
89,402,885,89
354,501,3535,354
186,733,1854,186
609,696,6087,609
118,233,1174,118
1145,3,11441,1145
1045,311,10446,1045
175,313,1747,175
281,813,2801,281
1528,538,15279,1528
1633,276,16328,1633
699,856,6985,699
1916,504,19155,1916
343,740,3422,343
708,937,7079,708
310,632,3095,310
1730,685,17295,1730
1192,225,11918,1192
368,553,3673,368
998,497,9979,998
295,666,2947,295
1124,632,11234,1124
1865,333,18646,1865
1083,385,10825,1083
1118,664,11171,1118
1072,949,10711,1072
765,646,7642,765
1933,643,19330,1933
1362,180,13620,1362
1924,553,19235,1924
477,256,4765,477
1857,436,18562,1857
1160,207,11593,1160
1726,172,17257,1726
1650,926,16495,1650
1509,551,15087,1509
1123,532,11227,1123
1242,116,12416,1242
923,563,9223,923
394,50,3935,394
1261,152,12604,1261
1857,378,18568,1857
531,720,5302,531
223,12,2228,223
1927,807,19268,1927
545,79,5445,545
629,417,6284,629
1680,386,16795,1680
916,860,9156,916
1112,811,11116,1112
1473,696,14729,1473
1269,62,12687,1269
1182,121,11817,1182
871,949,8708,871
704,288,7035,704
233,69,2324,233
1940,741,19393,1940
726,237,7260,726
818,412,8178,818
1014,733,10137,1014
1094,795,10940,1094
1182,599,11817,1182
1780,973,17800,1780
1077,140,10761,1077
1014,654,10134,1014
1644,929,16438,1644
720,989,7194,720
1262,172,12615,1262
1792,387,17913,1792
286,634,2857,286
1449,301,14490,1449
259,198,2583,259
1437,725,14369,1437
1483,456,14829,1483
883,164,8829,883
1616,364,16159,1616
854,316,8537,854
550,753,5491,550
1699,572,16985,1699
1795,80,17944,1795
993,89,9921,993
1793,877,17923,1793
848,96,8476,848
342,829,3420,342
1438,765,14375,1438
1033,555,10330,1033
1634,763,16334,1634
948,519,9475,948
398,805,3971,398
1397,95,13964,1397
1467,861,14669,1467
216,331,2154,216
1824,521,18231,1824
373,180,3724,373
937,511,9364,937
1680,802,16797,1680
132,108,1311,132
1799,934,17987,1799
